objid,g,r,i,z,type,run,rerun,zNN,zNN_err,zRF,zRF_err
1237662661610833359,22.37356,20.93266,20.40423,20.25049,3,4002,301,0.274352,0.024906,0.246156,0.0783747
1237662661610833805,22.41767,20.36589,19.45628,18.87748,3,4002,301,0.499166,0.032254,0.504705,0.0902971
1237662661610898029,19.90938,18.83499,18.3248,17.97804,3,4002,301,0.174672,0.020885,0.177006,0.0318972
1237662661610898040,19.84057,18.91368,18.44293,18.16088,3,4002,301,0.185738,0.022154,0.176703,0.037095
1237662661610898110,20.12448,19.58276,19.40887,19.16478,3,4002,301,0.050987,0.031363,0.0517648,0.0512563
1237662661610898131,20.92277,20.11012,19.71777,19.5028,3,4002,301,0.187308,0.029224,0.189666,0.0443305
1237662661610898331,22.24615,20.98192,20.62868,20.29875,3,4002,301,0.391997,0.051921,0.379777,0.0852514
1237662661610898337,20.51562,19.75257,19.60245,19.41163,3,4002,301,0.187306,0.089003,0.192667,0.0863547
1237662661610898377,21.99752,20.85455,20.7233,20.68307,3,4002,301,0.38149,0.121442,0.39278,0.131034
1237662661610898412,21.66572,20.45583,20.14087,19.72321,3,4002,301,0.336273,0.079407,0.324533,0.116595
1237662661610898488,22.63004,20.94116,20.32653,19.99866,3,4002,301,0.328254,0.032427,0.332879,0.0551384
1237662662147244070,18.95637,20.35225,24.35567,22.9772,3,4002,301,0.12568,-1000,0.0553852,0.041131
1237662662147244140,21.03389,20.12482,19.84735,19.60297,3,4002,301,0.238737,0.067631,0.173331,0.110175
1237662662147244426,19.61314,19.11469,18.86022,18.96768,3,4002,301,0.067702,0.049792,0.0531152,0.0411014
1237662662147244784,20.51039,19.15694,18.66241,18.23394,3,4002,301,0.19641,0.013543,0.192013,0.0327212
1237662662147244933,20.33305,19.85343,19.54948,19.34452,3,4002,301,0.049722,0.011752,0.0546128,0.0208606
1237662662147244934,20.16483,19.63889,19.41439,19.66152,3,4002,301,0.118221,0.090541,0.0642657,0.0521124
1237662662147245035,19.60455,17.95344,17.66723,16.64971,3,4002,301,0.133302,0.036519,0.202759,0.122592
1237662662147245052,22.34885,20.72587,20.1493,19.74721,3,4002,301,0.293243,0.03132,0.292702,0.04747
1237662662147245222,22.60603,20.89912,20.09147,19.63001,3,4002,301,0.446833,0.022732,0.430564,0.0703517
1237662662147245260,22.48981,20.98542,20.48206,20.09018,3,4002,301,0.356147,0.07081,0.287208,0.110152
1237662662147245372,21.34769,20.34365,19.91981,19.50672,3,4002,301,0.342497,0.082911,0.270018,0.125974
1237662662147245391,21.9308,20.92697,20.36633,19.99351,3,4002,301,0.221342,0.062145,0.181768,0.067778
1237662662147245579,20.28972,18.89971,18.21948,17.83852,3,4002,301,0.285503,0.040153,0.252549,0.0671789
1237662662147245872,21.28801,18.35091,17.2665,16.93517,3,4002,301,0.685612,0.037772,0.301013,0.185617
1237662662147703258,21.89542,20.85546,20.505,20.2802,3,4002,301,0.426839,0.098395,0.407609,0.124479
1237662662147703306,18.91912,18.06071,17.65238,17.36417,3,4002,301,0.097292,0.028982,0.0922653,0.0305982
1237662662147703308,20.09174,18.91805,18.40835,18.04356,3,4002,301,0.151476,0.009183,0.154589,0.0245511
1237662662147703477,20.40265,19.87155,19.54195,19.47109,3,4002,301,0.161259,0.041286,0.134124,0.0723252
1237662662147703746,21.99476,20.92099,20.19345,19.56692,3,4002,301,0.231629,0.070214,0.148738,0.0861157
1237662662147703910,22.20002,20.98566,20.4186,19.86873,3,4002,301,0.43318,0.128534,0.330586,0.180455
1237662662147704042,21.97875,20.81605,20.404,19.93259,3,4002,301,0.375337,0.051952,0.364116,0.0827989
1237662662147704044,21.4826,19.90764,19.304,18.90026,3,4002,301,0.283836,0.044063,0.266653,0.0448338
1237662662147704060,21.7438,20.67621,20.23221,19.91173,3,4002,301,0.404282,0.072712,0.325725,0.135158
1237662662147704380,22.91545,20.89043,19.7277,19.19309,3,4002,301,0.586293,0.03817,0.615048,0.119104
1237662662147704427,22.57168,20.93838,20.41323,20.10889,3,4002,301,0.348996,0.063092,0.327588,0.0868586
1237662662147768376,17.15386,16.38445,16.12307,15.96182,3,4002,301,0.326354,0.137861,0.142903,0.156502
1237662662147768565,20.36059,19.57387,19.27464,18.81042,3,4002,301,0.296057,0.03162,0.300145,0.0732741
1237662662147768814,19.99718,18.72986,18.19374,17.76794,3,4002,301,0.337581,0.06646,0.232772,0.0715968
1237662662147768937,20.91377,20.25768,20.10427,19.68399,3,4002,301,0.329033,0.055206,0.266582,0.10588
1237662662147769078,21.99026,20.99663,20.72622,21.29356,3,4002,301,0.252768,0.150293,0.146128,0.0946498
1237662662147769095,22.6853,20.94396,20.29116,19.87872,3,4002,301,0.36288,0.03679,0.347688,0.0597231
1237662662147769211,21.64947,20.824,20.88872,20.74225,3,4002,301,0.357679,0.146699,0.312222,0.135169
1237662662684181126,20.33225,18.98044,18.43702,18.07574,3,4002,301,0.222716,0.039292,0.20636,0.0339738
1237662662684181299,21.29384,20.45133,20.40898,20.25737,3,4002,301,0.293905,0.087301,0.367379,0.140348
1237662662684246417,18.83471,17.67252,17.15684,16.72312,3,4002,301,0.13451,0.015037,0.142325,0.0264184
1237662662684246430,18.68656,17.93541,17.48192,17.20726,3,4002,301,0.145207,0.023793,0.153196,0.0360389
1237662662684246577,21.53279,20.73432,20.40231,20.40857,3,4002,301,0.26315,0.074759,0.277808,0.100134
1237662662684246621,19.17405,17.98777,17.46585,17.08328,3,4002,301,0.151269,0.011341,0.150593,0.0298277
1237662662684246700,20.56092,18.95945,18.24494,17.71296,3,4002,301,0.400728,0.038363,0.389544,0.0958889
1237662662684246742,20.37394,19.30724,18.7837,18.41827,3,4002,301,0.113161,0.02019,0.117388,0.0283674
1237662662684246851,21.53341,20.6979,20.35622,20.25257,3,4002,301,0.103418,0.050019,0.0796364,0.0628078
1237662662684246884,21.31984,20.59451,20.1935,20.0188,3,4002,301,0.430506,0.139739,0.255952,0.138186
1237662662684246896,21.10368,20.38261,20.06295,19.83524,3,4002,301,0.236313,0.086388,0.239922,0.121611
1237662662684246943,21.16871,19.90414,19.37907,19.02422,3,4002,301,0.180725,0.020907,0.182337,0.0352405
1237662662684247104,20.06384,19.29478,18.96055,18.68839,3,4002,301,0.149078,0.02616,0.15797,0.0680634
1237662662684247370,21.28343,20.54268,20.13863,19.83875,3,4002,301,0.072961,0.026274,0.070378,0.026916
1237662662684247455,20.9364,19.71317,19.22386,18.85433,3,4002,301,0.173777,0.0121,0.170161,0.030551
1237662662684247499,20.53858,19.32808,18.74227,18.4912,3,4002,301,0.190859,0.024489,0.201901,0.057892
1237662662684247563,21.95521,20.83685,20.60649,19.9645,3,4002,301,0.155356,0.053924,0.154762,0.0552839
1237662662684247565,21.62584,20.67259,20.19923,20.469,3,4002,301,0.283205,0.121878,0.189869,0.114166
1237662662684247616,20.3379,19.61508,19.27089,19.16248,3,4002,301,0.129429,0.041362,0.137896,0.068437
1237662662684247619,21.70414,20.62857,20.20854,19.7136,3,4002,301,0.150392,0.030447,0.13895,0.0466735
1237662662684247775,21.98278,20.80587,20.14985,19.33073,3,4002,301,0.588434,0.123823,0.463391,0.180342
1237662662684311794,17.07695,16.14581,15.81391,15.55088,3,4002,301,0.214373,0.03284,0.113211,0.115423
1237662662684311796,19.57602,18.0714,17.55741,17.21604,3,4002,301,0.244796,0.024592,0.241584,0.0595601
1237662662684311832,20.78731,19.83,19.45985,19.20764,3,4002,301,0.128692,0.02598,0.179645,0.156235
1237662662684311971,18.21546,17.4992,17.27839,17.09017,3,4002,301,0.134125,0.063274,0.06543,0.0455265
1237662662684312156,18.18407,17.52652,17.1513,16.89677,3,4002,301,0.076962,0.021937,0.0901083,0.0289027
1237662662684312337,20.57981,19.80087,19.50234,19.1987,3,4002,301,0.253567,0.057791,0.240123,0.0899728
1237662662684312446,21.66441,20.8555,20.35803,19.95851,3,4002,301,0.346894,0.081261,0.193184,0.121662
1237662662684312547,20.7455,19.64078,19.19291,18.82738,3,4002,301,0.132332,0.015849,0.14152,0.0348693
1237662662684312613,21.17239,19.85242,19.32596,18.81146,3,4002,301,0.332956,0.07161,0.212013,0.0650523
1237662662684312630,21.47099,20.37398,19.95913,19.51823,3,4002,301,0.155095,0.036041,0.178736,0.08519
1237662662684312660,21.46859,20.22772,19.49735,19.18635,3,4002,301,0.487297,0.079764,0.386829,0.143284
1237662662684312836,22.2199,20.90156,20.41771,20.09859,3,4002,301,0.389596,0.09434,0.239832,0.0904482
1237662662684312891,21.66429,20.55479,20.23336,19.82044,3,4002,301,0.149181,0.019232,0.158745,0.0921386
1237662662684312936,21.65234,20.91622,20.56567,20.97944,3,4002,301,0.351043,0.134537,0.232495,0.09825
1237662662684377304,25.17787,20.80323,22.32333,21.41837,3,4002,301,0.2027,0.148175,0.267983,0.158703
1237662662684377480,19.17796,18.91346,18.53069,18.54999,3,4002,301,0.080926,0.011724,0.0918998,0.0230173
1237662662684377702,21.74894,20.8957,20.54288,20.16872,3,4002,301,0.182051,0.034492,0.169899,0.0950202
1237662662684377796,20.66141,19.89247,19.64852,19.34264,3,4002,301,0.306025,0.035585,0.287344,0.0698014
1237662662684377812,21.78141,20.93355,20.58578,20.47849,3,4002,301,0.402329,0.123656,0.35752,0.119159
1237662662684377852,20.84469,20.20033,19.89871,19.75982,3,4002,301,0.16385,0.066009,0.193336,0.0937756
1237662662684377860,19.88714,19.35461,19.09561,19.03836,3,4002,301,0.037274,0.024124,0.0504832,0.0359732
1237662662684377983,20.07443,19.59457,19.36906,19.01461,3,4002,301,0.096236,0.033284,0.0396808,0.0256515
1237662662684377997,21.867,20.72442,20.25927,19.89575,3,4002,301,0.363847,0.076095,0.293979,0.12719
1237662662684378094,20.96582,20.16563,19.82778,19.65254,3,4002,301,0.123011,0.045131,0.160264,0.118683
1237662662684378320,19.8372,19.24979,18.90396,18.55301,3,4002,301,0.105344,0.043727,0.121038,0.0711909
1237662662684378451,21.6517,20.44542,19.90863,19.33232,3,4002,301,0.192545,0.029655,0.149014,0.0359407
1237662662684378474,21.44188,20.77807,20.45222,20.34578,3,4002,301,0.138197,0.052901,0.130279,0.0772506
1237662662684379027,28.4122,20.90755,19.38618,25.17507,3,4002,301,0.286691,0.16889,0.333916,0.158379
1237662662684442853,22.43188,20.35149,19.66305,19.12132,3,4002,301,0.391861,0.024078,0.381032,0.0644033
1237662662684442976,19.57668,18.85555,18.49335,18.26137,3,4002,301,0.119631,0.025731,0.116907,0.0371522
1237662662684443129,17.63619,16.51977,15.99993,15.57127,3,4002,301,0.113709,0.014766,0.120432,0.028912
1237662662684443130,19.47822,18.81017,18.47027,18.22146,3,4002,301,0.055451,0.031841,0.101332,0.0628536
1237662662684443132,19.81065,19.22723,20.20927,25.13689,3,4002,301,0.061209,0.080019,0.0731787,0.0331324
1237662662684443228,19.08834,17.55111,16.98958,16.55492,3,4002,301,0.236735,0.020198,0.252464,0.0468017
1237662662684443358,19.77888,19.04275,18.62943,18.37899,3,4002,301,0.130612,0.02705,0.126498,0.045072
1237662662684443436,20.8953,20.42528,20.11567,20.46153,3,4002,301,0.059122,0.036445,0.0510988,0.028746
1237662662684443476,20.77658,20.07966,19.73607,19.34739,3,4002,301,0.2102,0.060291,0.215194,0.091944
1237662662684443500,21.54254,20.18881,19.62729,19.21244,3,4002,301,0.218864,0.025233,0.223913,0.0479675
1237662662684443691,21.68121,20.97754,20.70431,20.80073,3,4002,301,0.27075,0.136713,0.246601,0.122723
1237662662684443697,21.48188,20.53348,20.16332,19.77726,3,4002,301,0.406705,0.103204,0.350284,0.130666
1237662662684443824,20.79197,19.80906,19.39573,18.95542,3,4002,301,0.300848,0.045587,0.287895,0.10046
1237662662684443856,21.48035,19.85628,19.27639,18.81269,3,4002,301,0.282762,0.018426,0.284572,0.0429892
1237662662684443880,21.28416,20.16989,19.73762,19.46987,3,4002,301,0.209311,0.019848,0.176989,0.0605384
1237662662684443959,21.96181,20.71645,20.48858,19.96515,3,4002,301,0.347519,0.066306,0.343593,0.0838272
1237662662684508843,22.18371,20.91047,20.51245,20.20362,3,4002,301,0.427955,0.080879,0.411636,0.105805
1237662697578299846,19.83974,19.11721,18.66518,18.40071,3,4010,301,0.130308,0.022308,0.136168,0.0342505
1237662697578300014,20.41639,19.00452,18.468,18.11779,3,4010,301,0.24306,0.028938,0.232815,0.0440662
1237662697578300150,20.59268,20.03377,19.79136,19.81948,3,4010,301,0.230184,0.063183,0.208992,0.0912615
1237662697578300527,19.99129,19.47272,19.07013,18.8826,3,4010,301,0.069154,0.014398,0.0689663,0.0609148
1237662697578300825,22.60775,20.98344,20.27544,20.02807,3,4010,301,0.355661,0.030618,0.342278,0.0681017
1237662697578300934,20.62976,20.93791,22.21562,17.7009,3,4010,301,0.429235,0.138162,0.149669,0.227384
1237662697578300942,21.32804,20.71033,20.48803,20.46591,3,4010,301,0.110996,0.057716,0.0586129,0.0619519
1237662697578365142,20.11597,19.00838,18.59498,18.50269,3,4010,301,0.206608,0.063756,0.185869,0.0733271
1237662697578365147,19.58471,18.427,17.87617,17.52357,3,4010,301,0.15403,0.024662,0.154568,0.0395047
1237662697578365298,19.13584,18.58804,18.28695,18.08998,3,4010,301,0.041508,0.015313,0.0529184,0.0201421
1237662697578365373,18.43937,17.83458,17.52245,17.29785,3,4010,301,0.046492,0.028383,0.0695319,0.0266363
1237662697578365439,22.56622,20.77721,19.72121,19.29213,3,4010,301,0.545428,0.033261,0.55459,0.114702
1237662697578365516,19.65034,18.649,18.24891,17.87392,3,4010,301,0.212958,0.036763,0.19485,0.085804
1237662697578365585,19.92314,18.89981,18.41771,17.97472,3,4010,301,0.104544,0.023595,0.113403,0.0311239
1237662697578365653,19.07144,18.43447,18.14326,17.91695,3,4010,301,0.06653,0.035015,0.0781007,0.0480011
1237662697578365665,22.17671,20.46346,19.89735,19.30777,3,4010,301,0.3209,0.027056,0.330119,0.0517163
1237662697578365682,20.53544,20.0615,19.79345,19.78068,3,4010,301,0.105027,0.048555,0.0916688,0.0547192
1237662697578365793,21.49552,20.90901,20.71379,21.02354,3,4010,301,0.084169,0.050823,0.0655276,0.053566
1237662697578365810,20.95967,20.18183,19.91072,19.42587,3,4010,301,0.29221,0.034571,0.278345,0.0670944
1237662697578365832,21.57547,20.73566,20.54474,20.29018,3,4010,301,0.335046,0.059927,0.300405,0.0948089
1237662697578365853,22.28097,20.49996,19.74318,19.15348,3,4010,301,0.413445,0.034962,0.430193,0.0691837
1237662697578365871,21.13005,20.71888,20.40013,20.56367,3,4010,301,0.074362,0.039188,0.07444,0.0279705
1237662697578365889,21.96931,20.85799,20.32108,20.30933,3,4010,301,0.398869,0.108096,0.290669,0.129708
1237662697578365904,21.81163,20.43272,19.81062,19.58317,3,4010,301,0.212496,0.021117,0.233331,0.0505595
1237662697578365959,21.99473,20.79333,20.66715,20.37568,3,4010,301,0.403995,0.106238,0.393293,0.097588
1237662697578365968,20.64394,19.34747,18.77414,18.51572,3,4010,301,0.222029,0.020066,0.240602,0.0717836
1237662697578365994,21.4154,19.82081,19.19859,18.73589,3,4010,301,0.366939,0.042444,0.33173,0.0777347
1237662697578365996,23.58982,20.83523,20.34646,19.7446,3,4010,301,0.331577,0.06002,0.330558,0.0622601
1237662697578366044,21.46029,20.16744,19.71923,19.39349,3,4010,301,0.404287,0.072487,0.364747,0.114823
1237662697578366055,22.11922,20.66445,20.0421,19.53405,3,4010,301,0.363508,0.058435,0.296596,0.0992322
1237662697578366109,21.22988,20.05938,19.54698,19.34943,3,4010,301,0.381147,0.085534,0.257551,0.098287
1237662697578366171,22.50083,20.87235,20.29808,20.05349,3,4010,301,0.313124,0.025559,0.292428,0.0462784
1237662697578366278,22.7413,20.84789,20.25405,19.84661,3,4010,301,0.350853,0.016383,0.33191,0.0582606
1237662697578366326,19.80766,19.29213,19.04251,18.81511,3,4010,301,0.029372,0.022275,0.0411541,0.0320712
1237662697578366378,20.7547,20.56674,20.25607,20.08917,3,4010,301,0.063135,0.014301,0.0717567,0.0201415
1237662697578366419,21.85378,20.459,20.01236,19.66319,3,4010,301,0.245452,0.063579,0.241014,0.0767653
1237662697578366915,29.08098,19.9271,18.13701,17.06452,3,4010,301,0.182917,0.126253,0.507509,0.283962
1237662697578366997,22.24616,19.63462,29.28135,27.07434,3,4010,301,0.102253,0.169327,0.331217,0.20019
1237662697578430666,20.15872,19.02166,18.46702,18.14374,3,4010,301,0.20492,0.070739,0.177909,0.0830506
1237662697578430667,22.47343,20.51972,19.57896,18.60922,3,4010,301,0.573039,0.049195,0.527407,0.0964817
1237662697578431051,19.70798,19.15542,18.81979,18.7267,3,4010,301,0.227303,0.112531,0.144053,0.154439
1237662697578431098,20.53267,19.11005,18.5445,18.13907,3,4010,301,0.22408,0.019439,0.225473,0.0439754
1237662697578431181,20.79109,19.40573,18.91676,18.50117,3,4010,301,0.201798,0.015091,0.192196,0.0385886
1237662697578431183,21.60313,20.55105,20.11855,20.59131,3,4010,301,0.341553,0.154022,0.319221,0.14388
1237662697578431256,21.68063,20.0632,19.74961,19.57587,3,4010,301,0.417259,0.047782,0.329081,0.0926737
1237662697578431258,19.97179,19.1305,18.94591,18.68149,3,4010,301,0.376728,0.071077,0.329304,0.0787594
1237662697578431560,21.60749,20.3569,19.92987,19.6917,3,4010,301,0.291649,0.055097,0.259883,0.0874687
1237662697578431688,21.59994,20.8191,20.56957,20.45414,3,4010,301,0.166011,0.062881,0.119166,0.108836
1237662697578431773,22.11141,20.5798,20.05782,19.86877,3,4010,301,0.386884,0.081518,0.297141,0.074156
1237662697578431805,20.81775,19.23452,18.53917,17.55099,3,4010,301,0.609291,0.142327,0.52166,0.172618
1237662697578431844,20.97067,20.21922,20.01271,19.81244,3,4010,301,0.377728,0.225318,0.395153,0.200227
1237662697578431869,20.54692,19.47071,19.07393,18.68244,3,4010,301,0.329014,0.057316,0.288615,0.103253
1237662697578432087,22.3419,20.92618,20.18164,19.44918,3,4010,301,0.391408,0.094092,0.382041,0.141557
1237662697578561620,14.58879,13.86217,17.3131,12.81881,3,4010,301,0.112862,0.066264,0.0920647,0.0509173
1237662697578561658,17.62611,16.51093,24.36148,21.63745,3,4010,301,0.082159,0.115829,0.154,0.0852823
1237662697578627092,19.37759,18.87789,18.74989,22.71164,3,4010,301,0.071604,0.07494,0.0647732,0.0427794
1237662697578627841,20.39709,19.6805,19.43899,19.24223,3,4010,301,0.337841,0.059524,0.284008,0.0853342
1237662697578628120,21.24238,20.44747,20.00723,19.7814,3,4010,301,0.192073,0.028892,0.198669,0.0894454
1237662697578628207,22.12656,20.53071,19.89678,19.43339,3,4010,301,0.296788,0.023964,0.303542,0.0545162
1237662697578628211,22.34632,20.61518,19.8385,19.48375,3,4010,301,0.423937,0.029055,0.448208,0.0700124
1237662697578628260,20.89586,19.88483,19.37669,19.12068,3,4010,301,0.141169,0.030477,0.0959163,0.0395633
1237662697578628264,21.99623,20.68909,20.16911,19.75011,3,4010,301,0.182135,0.014425,0.188886,0.0300682
1237662697578628517,21.01842,19.68306,19.40532,18.94388,3,4010,301,0.418893,0.05728,0.367141,0.0949296
1237662697578628888,18.01052,17.52077,16.89929,18.70037,3,4010,301,0.293073,0.155808,0.182967,0.18594
1237662697578629018,17.79351,17.4171,16.80256,18.97585,3,4010,301,0.320029,0.160685,0.273132,0.237864
1237662697578692695,20.92803,19.45638,18.59355,18.81181,3,4010,301,0.387389,0.143291,0.487742,0.163591
1237662697578692716,21.48412,20.74936,20.30576,20.03638,3,4010,301,0.082869,0.017145,0.0879941,0.0230889
1237662697578692872,21.39041,19.90538,18.51562,17.77698,3,4010,301,0.735313,0.101415,0.632411,0.185989
1237662697578692873,18.67677,17.39962,16.89369,16.52297,3,4010,301,0.187609,0.009142,0.189992,0.03482
1237662697578692945,20.85319,19.00758,18.36732,17.84395,3,4010,301,0.370375,0.023796,0.35778,0.053848
1237662697578693087,17.79036,16.70723,16.16437,15.76857,3,4010,301,0.122438,0.024541,0.121337,0.0321704
1237662697578693097,22.7768,20.89334,20.06146,19.51962,3,4010,301,0.458898,0.0152,0.463884,0.0724832
1237662697578693114,19.32135,18.47015,18.08231,17.81614,3,4010,301,0.078103,0.025677,0.0735822,0.0276279
1237662697578693120,19.18737,18.33857,17.93606,17.60809,3,4010,301,0.111549,0.021613,0.103826,0.0252251
1237662697578693131,20.46616,19.76022,19.4718,19.25251,3,4010,301,0.19357,0.159273,0.351029,0.228035
1237662697578693146,22.80418,20.93764,20.31271,19.93673,3,4010,301,0.341591,0.048888,0.390237,0.0742645
1237662697578693156,19.09605,17.75939,17.18967,16.80724,3,4010,301,0.20661,0.014845,0.217576,0.0419336
1237662697578693157,21.81354,20.47018,19.95525,19.63031,3,4010,301,0.209542,0.012987,0.207822,0.0385522
1237662697578693205,19.03378,18.03731,17.53081,17.16417,3,4010,301,0.08944,0.017356,0.0988206,0.0207552
1237662697578693206,20.06207,19.0678,18.68097,18.39872,3,4010,301,0.117909,0.019102,0.133535,0.0615109
1237662697578693343,21.78397,20.55417,19.89403,19.41051,3,4010,301,0.238278,0.083193,0.262072,0.109785
1237662697578693396,22.12673,20.97121,20.65267,19.98026,3,4010,301,0.220506,0.082784,0.163328,0.0759116
1237662697578693492,21.59614,20.58632,20.27726,20.04794,3,4010,301,0.144161,0.036101,0.154672,0.125123
1237662697578693514,21.45386,20.68575,20.40142,20.14828,3,4010,301,0.084802,0.045649,0.149259,0.0813229
1237662697578693627,21.12708,20.06318,19.7064,19.51455,3,4010,301,0.381496,0.061915,0.350118,0.0870316
1237662697578693678,21.46929,20.99921,20.89837,20.37027,3,4010,301,0.187914,0.119703,0.167322,0.149335
1237662697578693708,21.4094,20.48848,20.27497,19.69314,3,4010,301,0.356086,0.051671,0.316944,0.0843552
1237662697578693753,21.81098,20.56779,20.18251,19.66442,3,4010,301,0.37386,0.058845,0.338762,0.0859814
1237662697578693780,22.28702,20.65219,19.5389,19.19568,3,4010,301,0.573409,0.042212,0.628227,0.128288
1237662697578693782,21.85776,20.74634,20.69458,21.98113,3,4010,301,0.228713,0.13847,0.354339,0.121097
1237662697578693810,21.03981,20.0195,19.81854,19.46795,3,4010,301,0.357631,0.05478,0.23835,0.111304
1237662697578693821,22.29751,20.94728,20.54251,20.11511,3,4010,301,0.372655,0.051371,0.364567,0.0760544
1237662697578693856,21.06647,20.5637,20.23047,20.20893,3,4010,301,0.070031,0.031836,0.0642569,0.0261378
1237662697578693867,21.836,20.98021,20.76434,20.2959,3,4010,301,0.373544,0.084471,0.37779,0.0959092
1237662697578693907,21.44825,20.49523,20.25614,19.89023,3,4010,301,0.215961,0.048365,0.143646,0.0762055
1237662697578693942,19.57759,20.35956,23.05115,26.09651,3,4010,301,0.049765,0.09018,0.0379725,0.0266968
1237662697578693944,21.40564,20.35337,20.02819,19.76491,3,4010,301,0.357704,0.067696,0.312614,0.108507
1237662697578693993,21.42425,20.00986,19.35892,18.94233,3,4010,301,0.288386,0.059286,0.266094,0.0923168
1237662697578694002,20.91277,20.05421,19.70045,19.53309,3,4010,301,0.170392,0.057746,0.0792959,0.0559855
1237662697578694011,21.25248,20.44227,20.23562,19.87946,3,4010,301,0.340783,0.040513,0.327444,0.0822226
1237662697578694012,21.3003,20.90166,21.20835,20.09564,3,4010,301,0.201366,0.135634,0.0652977,0.114886
1237662697578694014,20.98267,19.84837,19.41111,19.09049,3,4010,301,0.208248,0.029409,0.217527,0.0725099
1237662697578694025,20.47043,19.83415,19.40409,19.19626,3,4010,301,0.092683,0.02985,0.091397,0.0283392
1237662697578694030,20.99834,19.66185,19.20491,18.85205,3,4010,301,0.262512,0.062317,0.209577,0.0494664
1237662697578694073,21.84328,20.49618,20.08386,19.73737,3,4010,301,0.282955,0.052231,0.233537,0.103067
1237662697578694085,22.41171,20.88645,20.11569,19.6556,3,4010,301,0.429879,0.065688,0.418049,0.118729
1237662697578694089,22.53616,20.84411,20.28117,19.93134,3,4010,301,0.308612,0.021758,0.339167,0.0615681
1237662697578694090,21.51572,20.7366,20.25517,20.01917,3,4010,301,0.086591,0.027611,0.121709,0.0861616
1237662697578694091,21.81641,20.93511,20.77723,20.69264,3,4010,301,0.270141,0.097446,0.26242,0.105817
1237662697578694095,21.25878,20.0898,19.59115,19.28654,3,4010,301,0.170877,0.019595,0.159664,0.026327
1237662697578694107,21.85786,20.96241,20.78611,20.6335,3,4010,301,0.345366,0.065559,0.334153,0.127261
1237662697578694112,21.38169,20.2018,19.84268,19.56528,3,4010,301,0.390901,0.05282,0.360566,0.0830565
1237662697578694120,20.51854,20.09231,19.91663,19.63247,3,4010,301,0.047868,0.020378,0.0393055,0.0219382
1237662697578694126,20.93361,20.27888,19.89372,19.45024,3,4010,301,0.06965,0.035591,0.0685833,0.0359714
1237662697578694137,21.39757,20.64167,20.32762,20.09436,3,4010,301,0.08518,0.025962,0.0849778,0.0552038
1237662697578758189,16.96337,14.14527,17.7505,22.82139,3,4010,301,0.148865,0.128628,0.293186,0.11974
1237662697578758215,25.07269,17.3419,13.84761,22.80017,3,4010,301,0.265113,0.154187,0.438849,0.186986
1237662697578758249,21.40598,20.5821,20.56059,21.42488,3,4010,301,0.262898,0.124199,0.270982,0.103951
1237662697578758334,19.03499,17.51408,17.94803,18.26233,3,4010,301,0.046483,0.137849,0.319486,0.15583
1237662697578758437,21.00101,19.90839,19.40554,19.0794,3,4010,301,0.133755,0.01481,0.143366,0.0290645
1237662697578758455,22.48269,20.88873,20.29385,19.81686,3,4010,301,0.306478,0.054936,0.27799,0.0418627
1237662697578758486,19.48514,18.5546,18.06725,17.71065,3,4010,301,0.122232,0.023022,0.12471,0.0265011
1237662697578758694,21.58559,20.57023,20.11014,20.00418,3,4010,301,0.181163,0.051098,0.16361,0.0696407
1237662697578758696,21.97328,20.93599,20.48307,20.06771,3,4010,301,0.109547,0.013912,0.125366,0.0633733
1237662697578758791,21.05995,20.89894,20.84869,20.6143,3,4010,301,0.064419,0.216441,0.12355,0.1189
1237662697578758826,19.91082,19.02343,18.63197,18.29771,3,4010,301,0.27003,0.041994,0.242596,0.102037
1237662697578758853,19.82705,18.70616,18.23453,17.92695,3,4010,301,0.199492,0.027303,0.17798,0.0427185
1237662697578758854,21.06452,19.2171,18.54773,18.13827,3,4010,301,0.370735,0.020973,0.378317,0.0792432
1237662697578758882,21.63127,20.86136,20.65004,20.26112,3,4010,301,0.320098,0.032227,0.285774,0.08273
1237662697578758883,21.18239,20.85501,20.51945,20.58912,3,4010,301,0.132167,0.01947,0.11914,0.0358373
1237662697578758887,21.16779,20.41994,20.12001,19.96169,3,4010,301,0.252616,0.072189,0.25163,0.103622
1237662697578758938,20.57664,20.07571,20.1696,19.64,3,4010,301,0.250446,0.071977,0.232976,0.119826
1237662697578758989,21.27464,20.74116,20.89022,20.28927,3,4010,301,0.296871,0.055995,0.204141,0.12425
1237662697578759008,21.10131,19.67867,19.11587,18.73387,3,4010,301,0.22574,0.011318,0.232904,0.0391325
1237662697578759030,21.20881,19.94205,19.43289,18.93941,3,4010,301,0.308963,0.054845,0.204408,0.0574679
1237662697578759127,21.74943,20.99863,20.90457,20.45607,3,4010,301,0.225266,0.090164,0.222734,0.118154
1237662697578759231,21.55362,20.23957,19.47096,19.02758,3,4010,301,0.317722,0.068653,0.400772,0.134013
1237662697578759339,21.55476,20.67925,20.25811,20.10131,3,4010,301,0.464457,0.115099,0.323605,0.166802
1237662697578759381,22.10008,20.56479,19.81275,19.21803,3,4010,301,0.435574,0.052398,0.409296,0.103937
1237662697578759408,22.01246,20.12427,19.39869,18.89728,3,4010,301,0.404687,0.02463,0.411382,0.0601528
1237662697578759477,19.48015,18.69952,18.3025,17.98797,3,4010,301,0.058327,0.021835,0.0636164,0.0207734
